+--------+-----+--------+-----+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+---------------+-----------+
| COUNT  | 1XX |  2XX   | 3XX | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |   SUM(BODY)   | AVG(BODY) |
| 9      | 0   | 9      | 0   | 0    | 0   | GET    | /api/isu/ec955f72-2756-441f-b2a3-533be52560fc/graph | 0.000 | 0.400 | 0.856    | 0.095 | 0.400 | 0.400 | 0.400 | 0.122  | 2160.000  | 2831.000  | 23024.000     | 2558.222  |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/bcd53f72-c9d2-44f2-8d7d-2e021eb1cd5c       | 0.088 | 0.088 | 0.088    | 0.088 | 0.088 | 0.088 | 0.088 | 0.000  | 117.000   | 117.000   | 117.000       | 117.000   |
| 6      | 0   | 5      | 0   | 1    | 0   | GET    | /api/isu/c9ec7d24-c1cb-479c-a89c-1ce2ca6de6e4/graph | 0.004 | 0.192 | 0.507    | 0.085 | 0.192 | 0.192 | 0.192 | 0.061  | 0.000     | 3323.000  | 14693.000     | 2448.833  |
| 8      | 0   | 8      | 0   | 0    | 0   | GET    | /api/isu/cce90432-d889-470d-a34d-82ac2bcd7e71/graph | 0.132 | 0.352 | 0.672    | 0.084 | 0.352 | 0.352 | 0.352 | 0.114  | 1970.000  | 3414.000  | 21269.000     | 2658.625  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/ad59d708-bb15-41df-9d6b-99c5d1fb9572       | 0.004 | 0.280 | 0.328    | 0.082 | 0.280 | 0.280 | 0.280 | 0.115  | 129.000   | 129.000   | 516.000       | 129.000   |
| 6      | 0   | 5      | 0   | 1    | 0   | GET    | /api/isu/a062149a-a74c-4abd-a317-91837f651ca1/graph | 0.008 | 0.136 | 0.480    | 0.080 | 0.136 | 0.136 | 0.136 | 0.046  | 0.000     | 2740.000  | 12057.000     | 2009.500  |
| 6      | 0   | 6      | 0   | 0    | 0   | GET    | /api/isu/fa5006d8-4ba0-4924-9c7a-347478f1751d/graph | 0.008 | 0.208 | 0.468    | 0.078 | 0.208 | 0.208 | 0.208 | 0.091  | 1970.000  | 3104.000  | 15260.000     | 2543.333  |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/b1c1e6a2-cb07-4a1b-82e2-b79703dba9e0       | 0.076 | 0.076 | 0.076    | 0.076 | 0.076 | 0.076 | 0.076 | 0.000  | 120.000   | 120.000   | 120.000       | 120.000   |
| 8      | 0   | 7      | 0   | 1    | 0   | GET    | /api/isu/e8321053-572b-4d5c-b39d-2bc027c84d43/graph | 0.056 | 0.452 | 0.608    | 0.076 | 0.452 | 0.452 | 0.452 | 0.144  | 0.000     | 2955.000  | 16885.000     | 2110.625  |
| 21     | 0   | 21     | 0   | 0    | 0   | GET    | /api/isu/b8525039-d032-4952-a979-0764c1d607df/graph | 0.004 | 0.988 | 1.560    | 0.074 | 0.116 | 0.120 | 0.988 | 0.208  | 1970.000  | 4458.000  | 58124.000     | 2767.810  |
| 11     | 0   | 11     | 0   | 0    | 0   | GET    | /api/isu/a9725ef1-8d5c-4fb3-a40d-004f53d7e48d/graph | 0.004 | 0.256 | 0.792    | 0.072 | 0.252 | 0.256 | 0.256 | 0.092  | 1970.000  | 3152.000  | 27758.000     | 2523.455  |
| 18     | 0   | 18     | 0   | 0    | 0   | GET    | /api/isu/f139b35e-f998-499f-98c7-366086f87b36/graph | 0.000 | 0.516 | 1.244    | 0.069 | 0.280 | 0.516 | 0.516 | 0.129  | 1970.000  | 3941.000  | 49530.000     | 2751.667  |
| 8      | 0   | 8      | 0   | 0    | 0   | GET    | /api/isu/f6f0d577-c2f9-4ddf-a909-5af40fa57e85       | 0.004 | 0.260 | 0.532    | 0.067 | 0.260 | 0.260 | 0.260 | 0.085  | 120.000   | 120.000   | 960.000       | 120.000   |
| 7      | 0   | 6      | 0   | 1    | 0   | GET    | /api/isu/d98a8301-82db-44cb-b346-b8a0b6ba3111/graph | 0.004 | 0.200 | 0.456    | 0.065 | 0.200 | 0.200 | 0.200 | 0.085  | 0.000     | 3307.000  | 15834.000     | 2262.000  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/fbc35e02-b2bb-419e-9330-e3f315acf4fc       | 0.004 | 0.128 | 0.256    | 0.064 | 0.128 | 0.128 | 0.128 | 0.056  | 120.000   | 120.000   | 480.000       | 120.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/b4d1af2c-2b34-4438-8373-be6cf3d12df4       | 0.064 | 0.064 | 0.064    | 0.064 | 0.064 | 0.064 | 0.064 | 0.000  | 123.000   | 123.000   | 123.000       | 123.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/c9475f08-5b26-4f18-b32d-848afaf1a2b9       | 0.064 | 0.064 | 0.064    | 0.064 | 0.064 | 0.064 | 0.064 | 0.000  | 132.000   | 132.000   | 132.000       | 132.000   |
| 10     | 0   | 10     | 0   | 0    | 0   | GET    | /api/isu/e8321053-572b-4d5c-b39d-2bc027c84d43       | 0.000 | 0.488 | 0.632    | 0.063 | 0.072 | 0.488 | 0.488 | 0.143  | 132.000   | 132.000   | 1320.000      | 132.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/a81fdd48-c555-42c2-a0a5-d31e1661fa00       | 0.008 | 0.180 | 0.244    | 0.061 | 0.180 | 0.180 | 0.180 | 0.069  | 126.000   | 126.000   | 504.000       | 126.000   |
| 2      | 0   | 2      | 0   | 0    | 0   | GET    | /api/isu/e1250d35-e2f9-49d5-8a81-3f70493c2ede/graph | 0.004 | 0.116 | 0.120    | 0.060 | 0.116 | 0.116 | 0.116 | 0.056  | 3016.000  | 3580.000  | 6596.000      | 3298.000  |
| 9      | 0   | 9      | 0   | 0    | 0   | GET    | /api/isu/d2b93c0b-c58e-41e3-8c21-0530c6ae71e8/graph | 0.008 | 0.368 | 0.536    | 0.060 | 0.368 | 0.368 | 0.368 | 0.113  | 1970.000  | 3116.000  | 23473.000     | 2608.111  |
| 9      | 0   | 9      | 0   | 0    | 0   | GET    | /api/isu/efc9257c-313f-48f0-a2e4-dc0b5d2fd592/graph | 0.004 | 0.116 | 0.532    | 0.059 | 0.116 | 0.116 | 0.116 | 0.034  | 1970.000  | 2758.000  | 22299.000     | 2477.667  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/d02e3e17-6de6-425e-b6de-77ef5bd5695f       | 0.004 | 0.208 | 0.236    | 0.059 | 0.208 | 0.208 | 0.208 | 0.087  | 120.000   | 120.000   | 480.000       | 120.000   |
| 3      | 0   | 3      | 0   | 0    | 0   | GET    | /api/isu/e6d28976-8226-4a49-a77a-d7082ecafc7f/graph | 0.008 | 0.100 | 0.176    | 0.059 | 0.100 | 0.100 | 0.100 | 0.038  | 2360.000  | 2632.000  | 7538.000      | 2512.667  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/a97206e2-8b33-42ce-8dba-e5b0c6552dab/graph | 0.004 | 0.156 | 0.228    | 0.057 | 0.156 | 0.156 | 0.156 | 0.063  | 1970.000  | 2739.000  | 9616.000      | 2404.000  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/b811ac27-4165-41b1-a60f-725f175909dc       | 0.096 | 0.132 | 0.228    | 0.057 | 0.132 | 0.132 | 0.132 | 0.058  | 132.000   | 132.000   | 528.000       | 132.000   |
| 35     | 0   | 35     | 0   | 0    | 0   | GET    | /api/isu/ab1ab1e5-c998-4fe1-b698-22e191406c71/graph | 0.016 | 0.532 | 1.988    | 0.057 | 0.132 | 0.352 | 0.532 | 0.113  | 1970.000  | 3746.000  | 91271.000     | 2607.743  |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/d60426f9-8d22-4ab4-8b27-56bcd2f0cbf0       | 0.056 | 0.056 | 0.056    | 0.056 | 0.056 | 0.056 | 0.056 | 0.000  | 114.000   | 114.000   | 114.000       | 114.000   |
| 6      | 0   | 6      | 0   | 0    | 0   | GET    | /api/isu/e5c237a3-857d-4720-81fa-a224c13250ea/graph | 0.060 | 0.124 | 0.304    | 0.051 | 0.124 | 0.124 | 0.124 | 0.043  | 2162.000  | 3225.000  | 16766.000     | 2794.333  |
| 8      | 0   | 8      | 0   | 0    | 0   | GET    | /api/isu/b00c8b68-0129-46cb-b203-0f5f16de3e87/graph | 0.008 | 0.240 | 0.384    | 0.048 | 0.240 | 0.240 | 0.240 | 0.074  | 1970.000  | 2928.000  | 20393.000     | 2549.125  |
| 6      | 0   | 6      | 0   | 0    | 0   | GET    | /api/isu/a81fdd48-c555-42c2-a0a5-d31e1661fa00/graph | 0.012 | 0.144 | 0.272    | 0.045 | 0.144 | 0.144 | 0.144 | 0.048  | 1970.000  | 3546.000  | 15902.000     | 2650.333  |
| 10     | 0   | 10     | 0   | 0    | 0   | GET    | /api/isu/a9725ef1-8d5c-4fb3-a40d-004f53d7e48d       | 0.340 | 0.340 | 0.440    | 0.044 | 0.060 | 0.340 | 0.340 | 0.100  | 108.000   | 108.000   | 1080.000      | 108.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/efc9257c-313f-48f0-a2e4-dc0b5d2fd592       | 0.028 | 0.084 | 0.176    | 0.044 | 0.084 | 0.084 | 0.084 | 0.032  | 120.000   | 120.000   | 480.000       | 120.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/c9c62e0a-a675-4dff-8848-8b32a0fb3084       | 0.044 | 0.044 | 0.044    | 0.044 | 0.044 | 0.044 | 0.044 | 0.000  | 117.000   | 117.000   | 117.000       | 117.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/c4a9c4af-3826-4bb1-a51e-3d575d8ae585       | 0.016 | 0.124 | 0.176    | 0.044 | 0.124 | 0.124 | 0.124 | 0.046  | 129.000   | 129.000   | 516.000       | 129.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/ec037ae0-eb6d-4fc0-b44f-dbc4f90b3a3e       | 0.016 | 0.088 | 0.176    | 0.044 | 0.088 | 0.088 | 0.088 | 0.027  | 126.000   | 126.000   | 504.000       | 126.000   |
| 10     | 0   | 10     | 0   | 0    | 0   | GET    | /api/isu/d2b93c0b-c58e-41e3-8c21-0530c6ae71e8       | 0.004 | 0.152 | 0.420    | 0.042 | 0.124 | 0.152 | 0.152 | 0.057  | 129.000   | 129.000   | 1290.000      | 129.000   |
| 10     | 0   | 10     | 0   | 0    | 0   | GET    | /api/isu/cc0d5389-41d3-40a9-89a4-b32a528e9220       | 0.004 | 0.096 | 0.408    | 0.041 | 0.068 | 0.096 | 0.096 | 0.027  | 117.000   | 117.000   | 1170.000      | 117.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/d08a9772-d052-4998-8e34-0a1243522681       | 0.040 | 0.040 | 0.040    | 0.040 | 0.040 | 0.040 | 0.040 | 0.000  | 138.000   | 138.000   | 138.000       | 138.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/a8a208bb-949a-4fcc-9705-720f671bcc4a       | 0.040 | 0.040 | 0.040    | 0.040 | 0.040 | 0.040 | 0.040 | 0.000  | 114.000   | 114.000   | 114.000       | 114.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/b5cc50ec-a818-4c1b-b31e-ab35a288cbb2       | 0.040 | 0.040 | 0.040    | 0.040 | 0.040 | 0.040 | 0.040 | 0.000  | 129.000   | 129.000   | 129.000       | 129.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/de93b81f-e8c8-4a17-b69e-76d09b7b26e1       | 0.040 | 0.040 | 0.040    | 0.040 | 0.040 | 0.040 | 0.040 | 0.000  | 126.000   | 126.000   | 126.000       | 126.000   |
| 7      | 0   | 7      | 0   | 0    | 0   | GET    | /api/isu/c0c46d86-87f6-4696-9838-e4ccd21e4ce0       | 0.008 | 0.104 | 0.276    | 0.039 | 0.104 | 0.104 | 0.104 | 0.038  | 126.000   | 126.000   | 882.000       | 126.000   |
| 7      | 0   | 7      | 0   | 0    | 0   | GET    | /api/isu/fef9ab92-28f5-43b2-ba20-24405fc11fc7       | 0.000 | 0.148 | 0.260    | 0.037 | 0.148 | 0.148 | 0.148 | 0.052  | 123.000   | 123.000   | 861.000       | 123.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/a27cc66d-9d3f-40a0-a731-42c5d6de99db/graph | 0.004 | 0.100 | 0.148    | 0.037 | 0.100 | 0.100 | 0.100 | 0.037  | 2308.000  | 2955.000  | 10866.000     | 2716.500  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/a062149a-a74c-4abd-a317-91837f651ca1       | 0.000 | 0.084 | 0.144    | 0.036 | 0.084 | 0.084 | 0.084 | 0.034  | 117.000   | 117.000   | 468.000       | 117.000   |
| 12     | 0   | 12     | 0   | 0    | 0   | GET    | /api/isu/fa5006d8-4ba0-4924-9c7a-347478f1751d       | 0.012 | 0.164 | 0.416    | 0.035 | 0.120 | 0.164 | 0.164 | 0.054  | 120.000   | 120.000   | 1440.000      | 120.000   |
| 6      | 0   | 6      | 0   | 0    | 0   | GET    | /api/isu/c47ea2c1-0fe8-474b-924f-0fbfabe16169       | 0.004 | 0.112 | 0.208    | 0.035 | 0.112 | 0.112 | 0.112 | 0.038  | 117.000   | 117.000   | 702.000       | 117.000   |
| 33     | 0   | 33     | 0   | 0    | 0   | GET    | /api/isu/d6794b13-f101-41f6-ac71-0e44318ca2d5       | 0.004 | 0.848 | 1.080    | 0.033 | 0.008 | 0.136 | 0.848 | 0.146  | 131.000   | 131.000   | 4323.000      | 131.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/d1dfffe6-1efa-4f33-9f12-cc4f2ff76aa0       | 0.000 | 0.092 | 0.128    | 0.032 | 0.092 | 0.092 | 0.092 | 0.037  | 123.000   | 123.000   | 492.000       | 123.000   |
| 1      | 0   | 1      | 0   | 0    | 0   | GET    | /api/isu/c5a9a7ca-bac7-42b8-b3d1-6a9ae08bdb03       | 0.032 | 0.032 | 0.032    | 0.032 | 0.032 | 0.032 | 0.032 | 0.000  | 117.000   | 117.000   | 117.000       | 117.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/fbc35e02-b2bb-419e-9330-e3f315acf4fc/graph | 0.012 | 0.052 | 0.128    | 0.032 | 0.052 | 0.052 | 0.052 | 0.018  | 1970.000  | 2818.000  | 9851.000      | 2462.750  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/ef90f5a5-0e0c-4153-ac3b-24b3011bc42c       | 0.008 | 0.052 | 0.128    | 0.032 | 0.052 | 0.052 | 0.052 | 0.019  | 120.000   | 120.000   | 480.000       | 120.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/cce90432-d889-470d-a34d-82ac2bcd7e71       | 0.012 | 0.064 | 0.112    | 0.028 | 0.064 | 0.064 | 0.064 | 0.024  | 114.000   | 114.000   | 456.000       | 114.000   |
| 10     | 0   | 10     | 0   | 0    | 0   | GET    | /api/isu/b3c89ff0-7fb8-49c3-bbae-ef88eb021813       | 0.048 | 0.136 | 0.272    | 0.027 | 0.048 | 0.136 | 0.136 | 0.040  | 123.000   | 123.000   | 1230.000      | 123.000   |
| 7      | 0   | 7      | 0   | 0    | 0   | GET    | /api/isu/e5c237a3-857d-4720-81fa-a224c13250ea       | 0.004 | 0.056 | 0.184    | 0.026 | 0.056 | 0.056 | 0.056 | 0.020  | 126.000   | 126.000   | 882.000       | 126.000   |
| 9      | 0   | 7      | 0   | 2    | 0   | GET    | /api/isu/ec955f72-2756-441f-b2a3-533be52560fc       | 0.012 | 0.080 | 0.236    | 0.026 | 0.080 | 0.080 | 0.080 | 0.028  | 14.000    | 117.000   | 854.000       | 94.889    |
| 25523  | 0   | 25320  | 0   | 203  | 0   | GET    | /api/trend                                          | 0.312 | 1.064 | 666.309  | 0.026 | 0.064 | 0.128 | 0.332 | 0.070  | 0.000     | 17521.000 | 248208751.000 | 9724.905  |
| 2      | 0   | 2      | 0   | 0    | 0   | GET    | /api/isu/f5753898-0429-4abc-b653-9af4a3ea21cd/graph | 0.004 | 0.048 | 0.052    | 0.026 | 0.048 | 0.048 | 0.048 | 0.022  | 1970.000  | 2360.000  | 4330.000      | 2165.000  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/e1f83a05-ae6c-4a91-b69e-312ca9ed0145       | 0.004 | 0.060 | 0.104    | 0.026 | 0.060 | 0.060 | 0.060 | 0.021  | 123.000   | 123.000   | 492.000       | 123.000   |
| 7      | 0   | 7      | 0   | 0    | 0   | GET    | /api/isu/f33a5479-be96-422a-abdf-108d57c30ec0       | 0.000 | 0.120 | 0.180    | 0.026 | 0.120 | 0.120 | 0.120 | 0.040  | 114.000   | 114.000   | 798.000       | 114.000   |
| 5      | 0   | 5      | 0   | 0    | 0   | GET    | /api/isu/ad59d708-bb15-41df-9d6b-99c5d1fb9572/graph | 0.004 | 0.100 | 0.128    | 0.026 | 0.100 | 0.100 | 0.100 | 0.038  | 2161.000  | 2638.000  | 12215.000     | 2443.000  |
| 13     | 0   | 13     | 0   | 0    | 0   | GET    | /api/isu/c5acdfe3-750b-4ef8-b04d-9773f4c0f7a9/graph | 0.000 | 0.212 | 0.328    | 0.025 | 0.020 | 0.212 | 0.212 | 0.055  | 1970.000  | 3696.000  | 33766.000     | 2597.385  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/e1250d35-e2f9-49d5-8a81-3f70493c2ede       | 0.004 | 0.076 | 0.100    | 0.025 | 0.076 | 0.076 | 0.076 | 0.030  | 120.000   | 120.000   | 480.000       | 120.000   |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/e457973f-5950-423d-8a00-73d1731ff70c       | 0.004 | 0.080 | 0.100    | 0.025 | 0.080 | 0.080 | 0.080 | 0.032  | 126.000   | 126.000   | 504.000       | 126.000   |
| 9652   | 0   | 9372   | 0   | 280  | 0   | GET    | /api/condition/[a-z0-9-]+                           | 0.004 | 1.004 | 238.861  | 0.025 | 0.060 | 0.128 | 0.368 | 0.070  | 0.000     | 6522.000  | 37110721.000  | 3844.874  |
| 3      | 0   | 3      | 0   | 0    | 0   | GET    | /api/isu/c47ea2c1-0fe8-474b-924f-0fbfabe16169/graph | 0.008 | 0.036 | 0.072    | 0.024 | 0.036 | 0.036 | 0.036 | 0.012  | 2161.000  | 2633.000  | 7349.000      | 2449.667  |
| 2      | 0   | 2      | 0   | 0    | 0   | GET    | /api/isu/c4a9c4af-3826-4bb1-a51e-3d575d8ae585/graph | 0.020 | 0.028 | 0.048    | 0.024 | 0.028 | 0.028 | 0.028 | 0.004  | 2350.000  | 3107.000  | 5457.000      | 2728.500  |
| 2      | 0   | 2      | 0   | 0    | 0   | GET    | /api/isu/c2f1d555-7dd2-483e-a1a0-174171a619a6       | 0.048 | 0.048 | 0.048    | 0.024 | 0.048 | 0.048 | 0.048 | 0.024  | 129.000   | 129.000   | 258.000       | 129.000   |
| 12     | 0   | 12     | 0   | 0    | 0   | GET    | /api/isu/f1d3c2ac-890e-4624-8c74-a2aa42ea8e06/graph | 0.004 | 0.084 | 0.284    | 0.024 | 0.076 | 0.084 | 0.084 | 0.026  | 1970.000  | 3317.000  | 34237.000     | 2853.083  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/ec037ae0-eb6d-4fc0-b44f-dbc4f90b3a3e/graph | 0.044 | 0.044 | 0.092    | 0.023 | 0.044 | 0.044 | 0.044 | 0.021  | 2246.000  | 3420.000  | 11436.000     | 2859.000  |
| 8      | 0   | 8      | 0   | 0    | 0   | GET    | /api/isu/f33a5479-be96-422a-abdf-108d57c30ec0/graph | 0.004 | 0.076 | 0.184    | 0.023 | 0.076 | 0.076 | 0.076 | 0.022  | 2360.000  | 3506.000  | 23133.000     | 2891.625  |
| 7      | 0   | 3      | 0   | 4    | 0   | GET    | /api/isu/e1f83a05-ae6c-4a91-b69e-312ca9ed0145/graph | 0.004 | 0.084 | 0.160    | 0.023 | 0.084 | 0.084 | 0.084 | 0.030  | 14.000    | 3194.000  | 7861.000      | 1123.000  |
| 26     | 0   | 26     | 0   | 0    | 0   | GET    | /api/isu/ac9ce689-f59a-417a-a047-d63838410018/graph | 0.016 | 0.116 | 0.592    | 0.023 | 0.064 | 0.104 | 0.116 | 0.029  | 1970.000  | 3781.000  | 69921.000     | 2689.269  |
| 19     | 0   | 18     | 0   | 1    | 0   | GET    | /api/isu/b0246a5b-e77e-4805-880f-8c7c17218593       | 0.100 | 0.268 | 0.416    | 0.022 | 0.100 | 0.268 | 0.268 | 0.062  | 0.000     | 114.000   | 2052.000      | 108.000   |
| 7      | 0   | 7      | 0   | 0    | 0   | GET    | /api/isu/bcd7d6f5-0f40-4e22-9960-f2b78f57616a       | 0.012 | 0.056 | 0.152    | 0.022 | 0.056 | 0.056 | 0.056 | 0.016  | 117.000   | 117.000   | 819.000       | 117.000   |
| 8      | 0   | 8      | 0   | 0    | 0   | GET    | /api/isu/ce62cc9f-a6e0-48f1-aacf-6a1e1cde5741/graph | 0.004 | 0.064 | 0.172    | 0.021 | 0.064 | 0.064 | 0.064 | 0.019  | 2351.000  | 3869.000  | 22678.000     | 2834.750  |
| 4      | 0   | 4      | 0   | 0    | 0   | GET    | /api/isu/d4f643b9-6e7f-4e85-8fac-500262e603d4       | 0.012 | 0.072 | 0.084    | 0.021 | 0.072 | 0.072 | 0.072 | 0.030  | 129.000   | 129.000   | 516.000       | 129.000   |
